"Index","KrakenXrpUsd.Open","KrakenXrpUsd.High","KrakenXrpUsd.Low","KrakenXrpUsd.Close","KrakenXrpUsd.Volume","KrakenXrpUsd.Adjusted"
2017-07-24T04:00:00.000Z,0.19664,0.19740,0.19012,0.19356,608940.26338751,0.19356
2017-07-24T08:00:00.000Z,0.19410,0.19638,0.19101,0.19300,607845.59105775,0.19300
2017-07-24T12:00:00.000Z,0.19532,0.19896,0.19300,0.19394,605394.40578429,0.19394
2017-07-24T16:00:00.000Z,0.19300,0.19512,0.19000,0.19396,902753.59592197,0.19396
2017-07-24T20:00:00.000Z,0.19396,0.19396,0.19010,0.19110,312248.60178745,0.19110
2017-07-25T00:00:00.000Z,0.19109,0.19285,0.19026,0.19032,505652.84511203,0.19032
2017-07-25T04:00:00.000Z,0.19153,0.19304,0.18000,0.18033,2104623.08240038,0.18033
2017-07-25T08:00:00.000Z,0.18062,0.18557,0.16000,0.17100,2257868.31228149,0.17100
2017-07-25T12:00:00.000Z,0.17100,0.17838,0.16600,0.17812,1335062.75949020,0.17812
2017-07-25T16:00:00.000Z,0.17811,0.17831,0.16602,0.16840,1350717.20864829,0.16840
2017-07-25T20:00:00.000Z,0.16840,0.17500,0.16600,0.17361,1390867.40295450,0.17361
2017-07-26T00:00:00.000Z,0.17361,0.17950,0.16719,0.17059,1633721.14204190,0.17059
2017-07-26T04:00:00.000Z,0.17060,0.17322,0.16258,0.17028,1511374.67199370,0.17028
2017-07-26T08:00:00.000Z,0.16899,0.17485,0.16899,0.17480,604793.83040074,0.17480
2017-07-26T12:00:00.000Z,0.17420,0.17605,0.16704,0.16731,1175465.63136668,0.16731
2017-07-26T16:00:00.000Z,0.16941,0.17198,0.16614,0.17150,1660714.73524755,0.17150
2017-07-26T20:00:00.000Z,0.17115,0.17410,0.16865,0.17258,697417.57502961,0.17258
2017-07-27T00:00:00.000Z,0.17306,0.17531,0.17182,0.17377,569143.79458939,0.17377
2017-07-27T04:00:00.000Z,0.17321,0.17598,0.17194,0.17383,1165108.81512499,0.17383
2017-07-27T08:00:00.000Z,0.17334,0.17450,0.17130,0.17396,463356.66758817,0.17396
2017-07-27T12:00:00.000Z,0.17390,0.17397,0.17011,0.17125,696334.03817644,0.17125
2017-07-27T16:00:00.000Z,0.17121,0.17342,0.17100,0.17150,513521.42100811,0.17150
2017-07-27T20:00:00.000Z,0.17150,0.17482,0.17070,0.17260,673273.45848366,0.17260
2017-07-28T00:00:00.000Z,0.17211,0.17429,0.17150,0.17275,1582551.66344434,0.17275
2017-07-28T04:00:00.000Z,0.17275,0.17430,0.17000,0.17049,935677.91977473,0.17049
2017-07-28T08:00:00.000Z,0.17040,0.17100,0.16250,0.16310,1268648.61730134,0.16310
2017-07-28T12:00:00.000Z,0.16310,0.17099,0.16111,0.16820,1374257.94422090,0.16820
2017-07-28T16:00:00.000Z,0.16820,0.16829,0.16201,0.16399,406035.08338492,0.16399
2017-07-28T20:00:00.000Z,0.16444,0.16686,0.16190,0.16389,750964.32804515,0.16389
2017-07-29T00:00:00.000Z,0.16391,0.16580,0.16006,0.16051,1197861.48653015,0.16051
2017-07-29T04:00:00.000Z,0.16051,0.16134,0.15760,0.15760,1272918.23623032,0.15760
2017-07-29T08:00:00.000Z,0.15785,0.15958,0.15502,0.15573,470121.89295205,0.15573
2017-07-29T12:00:00.000Z,0.15630,0.16340,0.15574,0.16152,1404050.90274349,0.16152
2017-07-29T16:00:00.000Z,0.16168,0.16905,0.15897,0.16895,1054372.09540730,0.16895
2017-07-29T20:00:00.000Z,0.16895,0.17098,0.16267,0.17033,265968.09317818,0.17033
2017-07-30T00:00:00.000Z,0.17072,0.17286,0.16315,0.16878,470355.69508684,0.16878
2017-07-30T04:00:00.000Z,0.16877,0.16877,0.16332,0.16580,317742.64785629,0.16580
2017-07-30T08:00:00.000Z,0.16410,0.16801,0.16410,0.16618,163190.05338015,0.16618
2017-07-30T12:00:00.000Z,0.16687,0.16770,0.16222,0.16641,585999.60835851,0.16641
2017-07-30T16:00:00.000Z,0.16639,0.16683,0.16420,0.16550,415039.19108681,0.16550
2017-07-30T20:00:00.000Z,0.16530,0.16595,0.16400,0.16474,272473.24364693,0.16474
