"Index","KrakenXmrUsd.Open","KrakenXmrUsd.High","KrakenXmrUsd.Low","KrakenXmrUsd.Close","KrakenXmrUsd.Volume","KrakenXmrUsd.Adjusted"
2017-07-23T08:00:00.000Z,42.83,43.04,41.68,41.68,492.52104567,41.68
2017-07-23T12:00:00.000Z,41.89,44.24,41.66,43.43,672.06029775,43.43
2017-07-23T16:00:00.000Z,43.43,43.69,42.93,43.09,372.68023364,43.09
2017-07-23T20:00:00.000Z,43.37,43.61,42.39,42.70,331.10878779,42.70
2017-07-24T00:00:00.000Z,42.53,43.33,42.21,42.72,754.10052570,42.72
2017-07-24T04:00:00.000Z,42.88,42.94,41.76,42.28,519.16166661,42.28
2017-07-24T08:00:00.000Z,42.66,43.55,41.99,43.37,354.72997706,43.37
2017-07-24T12:00:00.000Z,43.55,44.98,42.70,44.98,1048.18853129,44.98
2017-07-24T16:00:00.000Z,45.00,45.00,43.38,44.59,649.59840892,44.59
2017-07-24T20:00:00.000Z,44.59,46.03,44.36,46.03,1921.63763163,46.03
2017-07-25T00:00:00.000Z,45.82,45.97,44.37,44.84,50.19184108,44.84
2017-07-25T04:00:00.000Z,45.38,45.60,42.29,42.30,2221.91829877,42.30
2017-07-25T08:00:00.000Z,42.30,44.90,37.10,40.34,924.56974578,40.34
2017-07-25T12:00:00.000Z,39.38,41.65,37.20,39.90,1056.64098637,39.90
2017-07-25T16:00:00.000Z,39.77,40.34,38.50,38.50,964.52709568,38.50
2017-07-25T20:00:00.000Z,38.75,41.00,38.03,41.00,630.84227257,41.00
2017-07-26T00:00:00.000Z,39.80,41.78,39.27,39.63,795.60952100,39.63
2017-07-26T04:00:00.000Z,39.63,40.34,38.36,39.27,1376.14532312,39.27
2017-07-26T08:00:00.000Z,39.57,40.59,39.16,40.53,1554.47272199,40.53
2017-07-26T12:00:00.000Z,40.59,41.79,39.06,41.65,2163.16665315,41.65
2017-07-26T16:00:00.000Z,41.65,46.99,41.00,45.39,8309.96095242,45.39
2017-07-26T20:00:00.000Z,44.78,46.82,42.68,45.70,5036.91687868,45.70
2017-07-27T00:00:00.000Z,45.55,46.47,45.07,46.07,5830.57396957,46.07
2017-07-27T04:00:00.000Z,46.06,46.74,44.43,44.47,4057.74790843,44.47
2017-07-27T08:00:00.000Z,44.47,46.26,44.43,45.73,3161.73042454,45.73
2017-07-27T12:00:00.000Z,45.73,46.11,43.66,44.56,2883.07485330,44.56
2017-07-27T16:00:00.000Z,44.56,44.97,43.80,43.85,1519.09508383,43.85
2017-07-27T20:00:00.000Z,43.85,45.98,43.38,45.40,3730.67735815,45.40
2017-07-28T00:00:00.000Z,45.70,45.99,44.47,44.47,1438.14805554,44.47
2017-07-28T04:00:00.000Z,44.55,45.45,43.98,44.93,1516.75304521,44.93
2017-07-28T08:00:00.000Z,44.93,45.19,43.98,44.18,2161.06766775,44.18
2017-07-28T12:00:00.000Z,44.55,44.80,43.23,44.58,812.22063692,44.58
2017-07-28T16:00:00.000Z,44.21,44.74,43.74,44.31,1538.08156713,44.31
2017-07-28T20:00:00.000Z,44.73,44.83,42.85,43.91,3379.25708001,43.91
2017-07-29T00:00:00.000Z,44.21,44.49,43.52,43.72,639.74830153,43.72
2017-07-29T04:00:00.000Z,43.68,43.93,43.01,43.12,632.10364216,43.12
2017-07-29T08:00:00.000Z,43.36,43.73,42.50,42.60,186.98966464,42.60
2017-07-29T12:00:00.000Z,43.07,43.72,42.79,43.72,298.43440028,43.72
2017-07-29T16:00:00.000Z,43.72,44.35,43.10,44.35,420.40668892,44.35
2017-07-29T20:00:00.000Z,44.42,44.42,43.73,44.09,216.90720576,44.09
2017-07-30T00:00:00.000Z,43.74,44.09,43.05,43.06,313.20675554,43.06
2017-07-30T04:00:00.000Z,43.06,43.92,41.98,41.98,255.79951409,41.98
2017-07-30T08:00:00.000Z,42.34,43.04,41.14,41.41,693.62624232,41.41
2017-07-30T12:00:00.000Z,41.68,42.40,41.19,41.81,581.33156507,41.81
2017-07-30T16:00:00.000Z,42.01,42.01,40.30,41.49,2208.50299839,41.49
2017-07-30T20:00:00.000Z,41.69,41.97,39.78,40.26,1047.76612664,40.26
2017-07-31T00:00:00.000Z,40.60,41.37,39.99,41.33,674.24965441,41.33
2017-07-31T04:00:00.000Z,41.40,41.47,40.50,40.98,82.10651409,40.98
2017-07-31T08:00:00.000Z,41.36,41.36,40.10,40.39,1222.60687370,40.39
2017-07-31T12:00:00.000Z,40.30,40.80,39.06,39.73,1065.68526100,39.73
2017-07-31T16:00:00.000Z,39.78,40.75,39.42,40.75,577.54642126,40.75
2017-07-31T20:00:00.000Z,40.40,41.16,40.00,40.00,2202.56952356,40.00
