"Index","KrakenXmrUsd.Open","KrakenXmrUsd.High","KrakenXmrUsd.Low","KrakenXmrUsd.Close","KrakenXmrUsd.Volume","KrakenXmrUsd.Adjusted"
2017-08-01T00:00:00.000Z,40.00,42.32,40.00,42.32,1480.49582983,42.32
2017-08-01T04:00:00.000Z,41.91,43.55,41.69,43.55,1126.82558663,43.55
2017-08-01T08:00:00.000Z,43.55,43.98,41.25,41.79,1073.30455158,41.79
2017-08-01T12:00:00.000Z,41.28,43.49,41.05,41.99,1778.94044686,41.99
2017-08-01T16:00:00.000Z,41.99,45.47,41.07,44.50,2540.46007713,44.50
2017-08-01T20:00:00.000Z,44.49,44.99,43.65,44.40,446.59261250,44.40
2017-08-02T00:00:00.000Z,44.39,44.39,43.45,43.60,258.44203837,43.60
2017-08-02T04:00:00.000Z,43.68,44.49,43.68,43.80,716.08336751,43.80
2017-08-02T08:00:00.000Z,44.02,44.45,43.50,43.87,1072.37267792,43.87
2017-08-02T12:00:00.000Z,43.87,44.02,42.00,43.49,2459.06904827,43.49
2017-08-02T16:00:00.000Z,43.18,44.20,41.73,43.95,1014.78503141,43.95
2017-08-02T20:00:00.000Z,43.95,44.06,43.25,43.27,698.47881010,43.27
2017-08-03T00:00:00.000Z,43.27,43.99,43.02,43.32,90.19304895,43.32
2017-08-03T04:00:00.000Z,43.05,43.98,43.05,43.21,369.79329371,43.21
2017-08-03T08:00:00.000Z,43.44,44.37,43.21,44.03,273.19812369,44.03
2017-08-03T12:00:00.000Z,43.51,43.99,43.30,43.87,304.35047985,43.87
2017-08-03T16:00:00.000Z,43.87,45.00,43.34,44.00,1916.78610145,44.00
2017-08-03T20:00:00.000Z,44.24,44.40,43.40,43.40,597.77935114,43.40
2017-08-04T00:00:00.000Z,43.40,44.39,43.33,43.60,176.11881345,43.60
2017-08-04T04:00:00.000Z,43.60,44.40,43.50,44.09,770.80266382,44.09
2017-08-04T08:00:00.000Z,44.40,44.70,43.76,43.76,249.82173633,43.76
2017-08-04T12:00:00.000Z,43.93,44.64,43.61,44.62,424.69240215,44.62
2017-08-04T16:00:00.000Z,44.18,45.09,44.18,44.89,1254.46459152,44.89
2017-08-04T20:00:00.000Z,44.90,46.00,44.39,45.97,606.95526908,45.97
2017-08-05T00:00:00.000Z,45.95,47.73,45.51,47.45,2334.90974484,47.45
2017-08-05T04:00:00.000Z,47.00,48.10,46.25,48.00,1887.93457464,48.00
2017-08-05T08:00:00.000Z,48.10,49.87,47.91,47.91,1141.75257265,47.91
2017-08-05T12:00:00.000Z,48.26,49.87,47.88,48.50,1930.44610780,48.50
2017-08-05T16:00:00.000Z,48.50,50.47,48.50,49.00,1701.13009740,49.00
2017-08-05T20:00:00.000Z,49.48,49.48,48.00,48.87,801.88424576,48.87
2017-08-06T00:00:00.000Z,48.87,49.50,47.99,48.14,660.70290544,48.14
2017-08-06T04:00:00.000Z,48.77,50.00,48.50,49.00,1219.09323603,49.00
2017-08-06T08:00:00.000Z,48.50,48.89,47.54,48.19,668.93708148,48.19
2017-08-06T12:00:00.000Z,47.57,48.34,47.56,47.78,108.94383174,47.78
2017-08-06T16:00:00.000Z,47.78,48.21,47.56,47.64,529.88422315,47.64
2017-08-06T20:00:00.000Z,47.99,48.69,47.90,47.90,446.22087821,47.90
2017-08-07T00:00:00.000Z,47.90,48.25,47.60,48.16,1145.81124024,48.16
2017-08-07T04:00:00.000Z,47.72,48.56,47.55,47.55,453.07772900,47.55
2017-08-07T08:00:00.000Z,47.55,48.21,44.00,48.20,1892.70125429,48.20
2017-08-07T12:00:00.000Z,48.20,48.80,47.24,48.80,700.26167174,48.80
2017-08-07T16:00:00.000Z,48.79,49.08,48.56,48.70,942.07760261,48.70
2017-08-07T20:00:00.000Z,48.70,50.29,48.10,50.29,1121.76019830,50.29
2017-08-08T00:00:00.000Z,50.44,51.99,50.11,51.48,840.64983928,51.48
2017-08-08T04:00:00.000Z,51.46,51.71,50.58,50.58,315.69216543,50.58
2017-08-08T08:00:00.000Z,51.02,52.50,49.66,52.50,1451.73255298,52.50
2017-08-08T12:00:00.000Z,52.50,52.99,51.25,52.00,2086.39174457,52.00
2017-08-08T16:00:00.000Z,52.04,52.27,51.05,51.11,300.28411113,51.11
2017-08-08T20:00:00.000Z,51.13,52.45,50.20,52.45,1539.78016203,52.45
2017-08-09T00:00:00.000Z,51.70,52.99,50.00,52.50,1130.82837311,52.50
2017-08-09T04:00:00.000Z,52.50,52.99,51.59,52.11,263.96269202,52.11
2017-08-09T08:00:00.000Z,52.16,53.43,50.10,50.10,912.96552364,50.10
2017-08-09T12:00:00.000Z,51.87,51.96,45.55,50.02,1190.66135352,50.02
2017-08-09T16:00:00.000Z,51.04,51.77,49.85,51.70,301.23849613,51.70
2017-08-09T20:00:00.000Z,51.60,51.99,50.25,51.89,226.88847116,51.89
2017-08-10T00:00:00.000Z,51.66,51.66,50.33,51.05,122.73651990,51.05
2017-08-10T04:00:00.000Z,50.65,51.64,49.43,50.22,1168.03745443,50.22
2017-08-10T08:00:00.000Z,50.82,51.80,50.00,50.01,2415.33934181,50.01
2017-08-10T12:00:00.000Z,50.01,51.16,50.01,50.71,323.47019334,50.71
2017-08-10T16:00:00.000Z,51.10,51.37,50.55,50.55,385.43395227,50.55
2017-08-10T20:00:00.000Z,51.12,51.13,50.00,50.00,951.28912222,50.00
2017-08-11T00:00:00.000Z,50.00,50.12,49.80,49.87,894.55188892,49.87
2017-08-11T04:00:00.000Z,49.80,50.38,49.50,50.38,552.75573217,50.38
2017-08-11T08:00:00.000Z,50.38,50.93,50.00,50.34,98.52996592,50.34
2017-08-11T12:00:00.000Z,50.34,50.86,50.00,50.68,358.72522120,50.68
2017-08-11T16:00:00.000Z,50.00,50.88,49.56,50.80,509.82423633,50.80
2017-08-11T20:00:00.000Z,50.80,51.80,50.01,50.01,252.42809907,50.01
2017-08-12T00:00:00.000Z,51.69,51.86,50.57,51.81,272.01697856,51.81
2017-08-12T04:00:00.000Z,51.80,51.80,48.50,49.78,1562.28518852,49.78
2017-08-12T08:00:00.000Z,49.40,49.98,47.00,47.59,1261.35311409,47.59
2017-08-12T12:00:00.000Z,47.59,51.49,47.17,49.21,1465.26985678,49.21
2017-08-12T16:00:00.000Z,49.17,49.41,47.30,49.41,1507.81716934,49.41
2017-08-12T20:00:00.000Z,49.41,49.79,47.40,49.78,1132.79394962,49.78
2017-08-13T00:00:00.000Z,49.78,50.45,46.11,48.94,1550.98716365,48.94
2017-08-13T04:00:00.000Z,47.67,50.00,47.25,47.99,1096.39357050,47.99
2017-08-13T08:00:00.000Z,47.99,49.98,47.72,49.79,320.78016695,49.79
2017-08-13T12:00:00.000Z,49.70,49.70,47.72,47.72,1145.09482246,47.72
2017-08-13T16:00:00.000Z,47.72,48.41,47.20,47.20,843.23702985,47.20
2017-08-13T20:00:00.000Z,47.20,48.76,47.00,48.74,624.19933502,48.74
2017-08-14T00:00:00.000Z,48.74,49.08,47.01,48.67,303.65830316,48.67
2017-08-14T04:00:00.000Z,49.07,49.66,47.56,49.10,338.49318761,49.10
2017-08-14T08:00:00.000Z,49.10,49.57,47.99,48.49,206.60739140,48.49
2017-08-14T12:00:00.000Z,48.49,48.95,47.00,47.00,809.91679615,47.00
2017-08-14T16:00:00.000Z,48.70,49.49,47.12,47.74,1110.91063112,47.74
