Index,BTCE.Open,BTCE.High,BTCE.Low,BTCE.Close,BTCE.Volume,BTCE.Adjusted
1974-09-22T06:00:00.000+02:00,976.89,976.89,976.89,976.89,0.016042,976.89
1974-09-22T21:00:00.000+02:00,1094.512,1094.512,1094.512,1094.512,1.302,1094.512
1974-09-22T23:00:00.000+02:00,1107.43,1107.43,1107.43,1107.43,1.832789,1107.43
1974-09-23T01:00:00.000+02:00,1135.97,1135.97,1135.97,1135.97,0.3831,1135.97
1974-09-23T06:00:00.000+02:00,1122.998,1122.998,1122.998,1122.998,0.3514,1122.998
1974-09-23T07:00:00.000+02:00,1145.83,1145.83,1145.83,1145.83,0.217,1145.83
1974-09-23T15:00:00.000+02:00,1216.774,1216.774,1216.774,1216.774,0.263557,1216.774
1974-09-24T04:00:00.000+02:00,1187.96,1187.96,1187.96,1187.96,0.069836,1187.96
1974-09-24T10:00:00.000+02:00,1184.488,1184.488,1184.488,1184.488,1.006407,1184.488
1974-09-24T13:00:00.000+02:00,1208.9,1208.9,1208.9,1208.9,0.316392,1208.9
1974-09-25T02:00:00.000+02:00,1243.75,1243.75,1243.75,1243.75,0.007185,1243.75
1974-09-25T08:00:00.000+02:00,1306.5,1306.5,1306.5,1306.5,0.2365,1306.5
1974-09-25T14:00:00.000+02:00,1334.999,1334.999,1334.999,1334.999,0.133,1334.999
1974-09-25T16:00:00.000+02:00,1333.797,1333.797,1333.797,1333.797,0.095492,1333.797
1974-09-25T18:00:00.000+02:00,1322.002,1322.002,1322.002,1322.002,0.4757,1322.002
1974-09-25T19:00:00.000+02:00,1336.283,1336.283,1336.283,1336.283,4.29E-4,1336.283
1974-09-25T20:00:00.000+02:00,1390.054,1390.054,1390.054,1390.054,0.327102,1390.054
1974-09-25T22:00:00.000+02:00,1450.018,1450.018,1450.018,1450.018,0.083564,1450.018
1974-09-26T01:00:00.000+02:00,1514.319,1514.319,1514.319,1514.319,0.513066,1514.319
1974-09-26T03:00:00.000+02:00,1584.262,1584.262,1485.06,1485.06,0.204,1485.06
